customer_id,age,income,employment_type,education,marital_status,region,credit_score,loan_amount,tenure_years,existing_loans,default
C02435,53,330171,Business,Graduate,Married,East,564,598297,15,1,0
C02436,30,473743,Salaried,Not Graduate,Married,West,600,836526,10,0,0
C02437,60,450934,Salaried,Not Graduate,Married,East,580,1598780,5,1,0
C02438,41,542931,Self-Employed,Not Graduate,Married,East,708,1179212,2,1,0
C02439,48,668552,Salaried,Graduate,Single,West,553,1281869,15,1,0
C02440,31,1509534,Business,Not Graduate,Married,West,769,1197029,15,1,0
C02441,54,229139,Salaried,Graduate,Single,Central,717,1509222,1,3,1
C02442,28,602647,Self-Employed,Not Graduate,Single,South,651,1153062,2,1,0
C02443,42,462424,Salaried,Graduate,Married,West,650,1975518,20,1,0
C02444,28,192902,Salaried,Not Graduate,Single,East,599,539881,5,0,0
C02445,35,776295,Self-Employed,Graduate,Married,East,674,767654,1,0,1
C02446,37,534735,Business,Not Graduate,Married,West,747,310243,3,1,0
C02447,43,634068,Salaried,Graduate,Married,South,586,1643724,3,0,1
C02448,44,205923,Business,Graduate,Single,East,511,384956,3,2,0
C02449,39,400637,Business,Graduate,Single,Central,713,1426807,5,0,0
C02450,25,272218,Self-Employed,Graduate,Married,East,679,1343432,3,2,1
C02451,52,1171031,Self-Employed,Graduate,Married,South,549,1500278,15,1,1
C02452,64,740475,Self-Employed,Graduate,Single,North,583,1836999,20,2,0
C02453,21,325645,Salaried,Graduate,Married,Central,572,1148183,1,0,1
C02454,43,221574,Salaried,Graduate,Married,Central,584,1501537,20,0,0
C02455,57,482784,Business,Not Graduate,Single,North,620,1467384,20,0,0
C02456,28,723307,Self-Employed,Not Graduate,Married,Central,626,1308181,20,1,0
C02457,33,202648,Salaried,Graduate,Single,Central,591,592618,15,0,0
C02458,28,290890,Self-Employed,Graduate,Married,Central,581,957235,3,1,1
C02459,43,269005,Salaried,Graduate,Single,East,629,1794014,20,1,0
C02460,63,653518,Salaried,Graduate,Single,East,665,1809268,20,1,0
C02461,21,374586,Salaried,Graduate,Married,West,621,547337,1,0,0
C02462,44,381714,Salaried,Not Graduate,Single,West,754,1874998,15,1,1
C02463,55,478587,Salaried,Not Graduate,Married,East,695,271437,5,2,0
C02464,44,297977,Salaried,Not Graduate,Single,Central,506,1404056,2,1,1
C02465,37,231038,Self-Employed,Graduate,Married,South,697,582358,15,1,0
C02466,25,819425,Salaried,Graduate,Married,North,704,575608,10,0,0
C02467,40,854369,Salaried,Not Graduate,Married,West,610,925475,3,2,0
C02468,41,479650,Salaried,Graduate,Single,Central,515,351065,10,0,0
C02469,60,495573,Salaried,Graduate,Single,West,650,56589,2,1,0
C02470,51,780317,Salaried,Graduate,Married,South,649,929427,5,1,0
C02471,56,474726,Salaried,Graduate,Single,Central,549,1638453,15,0,0
C02472,31,366375,Salaried,Graduate,Married,East,519,86375,5,3,0
C02473,35,450314,Business,Graduate,Married,South,642,93085,2,1,0
C02474,39,828130,Salaried,Not Graduate,Married,West,629,635128,10,1,0
C02475,27,453157,Salaried,Graduate,Single,Central,612,748560,15,0,1
C02476,48,327347,Salaried,Not Graduate,Married,Central,642,1721568,3,1,1
C02477,63,472669,Salaried,Not Graduate,Married,North,550,933479,1,1,1
C02478,25,594395,Self-Employed,Not Graduate,Married,North,610,1129558,20,3,0
C02479,25,563157,Salaried,Not Graduate,Married,North,697,1944728,5,1,0
C02480,50,567372,Salaried,Graduate,Single,East,618,984250,2,1,0
C02481,52,304978,Salaried,Graduate,Married,Central,499,1389234,15,2,0
C02482,28,625650,Self-Employed,Not Graduate,Married,Central,607,245961,10,1,1
C02483,30,448117,Salaried,Graduate,Single,West,553,1495643,3,2,1
C02484,58,321159,Self-Employed,Graduate,Single,East,674,1698898,10,0,0
C02485,52,623415,Salaried,Graduate,Single,North,678,1459108,3,1,0
C02486,48,360721,Salaried,Not Graduate,Married,Central,500,1554777,15,0,0
C02487,37,217850,Self-Employed,Not Graduate,Married,North,718,94845,1,0,0
C02488,51,282018,Self-Employed,Graduate,Single,South,549,1352835,1,0,1
C02489,28,407690,Self-Employed,Not Graduate,Married,East,790,1995861,20,0,0
C02490,60,573914,Salaried,Graduate,Married,North,645,1206993,2,0,0
C02491,45,299889,Salaried,Graduate,Married,East,537,163436,2,0,0
C02492,29,397004,Salaried,Graduate,Married,Central,547,1336774,3,1,1
C02493,22,255896,Self-Employed,Not Graduate,Married,South,681,1381879,3,0,1
C02494,35,688255,Self-Employed,Graduate,Married,West,614,538288,3,2,0
C02495,23,958187,Salaried,Graduate,Single,South,641,139788,3,2,0
C02496,56,912713,Self-Employed,Graduate,Married,East,795,1646867,20,0,0
C02497,24,682993,Self-Employed,Graduate,Married,South,587,680010,15,1,0
C02498,34,652214,Salaried,Graduate,Single,Central,655,1920147,15,0,0
C02499,61,174146,Business,Graduate,Single,East,777,1335020,1,2,1
C02500,61,479130,Business,Graduate,Single,East,674,888884,2,0,0
C02501,45,353895,Salaried,Graduate,Married,Central,505,1120781,20,0,0
C02502,30,657506,Business,Not Graduate,Married,North,695,1849995,2,0,1
C02503,41,141220,Salaried,Graduate,Married,West,545,1679819,5,0,1
C02504,56,482547,Self-Employed,Not Graduate,Married,South,776,1864099,2,2,1
C02505,32,401715,Business,Not Graduate,Single,West,575,319608,2,1,0
C02506,47,731822,Salaried,Graduate,Married,West,900,1836582,10,0,0
C02507,60,887882,Salaried,Graduate,Single,Central,782,1079356,10,1,0
C02508,22,291273,Business,Graduate,Single,North,578,253729,20,2,1
C02509,33,297250,Salaried,Not Graduate,Single,West,651,321984,5,0,0
C02510,52,490766,Salaried,Graduate,Single,East,717,545832,3,0,0
C02511,51,965299,Salaried,Graduate,Single,North,720,352912,5,0,0
C02512,36,454550,Business,Not Graduate,Single,Central,689,857359,5,1,0
C02513,52,248793,Business,Not Graduate,Married,West,762,1057438,1,1,1
C02514,52,336838,Salaried,Graduate,Single,Central,638,1983630,15,2,0
C02515,54,484658,Business,Graduate,Single,South,616,1113905,2,2,1
C02516,31,492914,Salaried,Graduate,Married,Central,618,1114367,1,3,1
C02517,30,322275,Business,Graduate,Married,East,727,1413347,20,0,0
C02518,35,333832,Self-Employed,Graduate,Single,Central,682,1489605,15,0,0
C02519,37,284444,Salaried,Graduate,Single,North,676,719732,20,0,0
C02520,60,739350,Salaried,Graduate,Married,South,721,1081743,2,1,0
C02521,38,303868,Salaried,Graduate,Married,East,465,1584682,20,0,1
C02522,29,358915,Salaried,Graduate,Single,South,677,1802405,5,1,1
C02523,45,354348,Self-Employed,Not Graduate,Single,East,669,421698,2,0,1
C02524,60,214769,Salaried,Graduate,Married,South,800,180436,3,0,0
C02525,34,299977,Business,Not Graduate,Married,West,512,1185649,3,0,1
C02526,45,768858,Self-Employed,Graduate,Married,Central,790,1348470,5,0,0
C02527,42,256740,Self-Employed,Graduate,Single,North,656,346514,20,0,0
C02528,50,286748,Salaried,Graduate,Single,North,694,1149984,10,0,0
C02529,40,242887,Business,Graduate,Married,West,800,1451661,3,0,1
C02530,41,424736,Self-Employed,Graduate,Married,South,700,466919,5,0,0
C02531,64,1033502,Business,Graduate,Single,Central,686,1244882,1,1,0
C02532,52,416769,Business,Graduate,Married,West,671,188604,10,1,0
C02533,41,455906,Salaried,Graduate,Single,South,606,347560,3,0,0
C02534,55,309294,Salaried,Graduate,Married,Central,647,1171015,5,0,0
C02535,52,430314,Business,Graduate,Single,South,585,592530,5,1,0
C02536,50,769174,Business,Graduate,Married,North,645,755614,1,1,0
C02537,59,471799,Self-Employed,Graduate,Married,Central,439,1964332,1,0,1
C02538,32,1154636,Salaried,Graduate,Married,North,688,871681,10,1,0
C02539,61,779779,Self-Employed,Graduate,Married,North,639,1985132,15,0,0
C02540,38,425558,Salaried,Not Graduate,Single,Central,619,931481,3,0,0
C02541,41,421845,Salaried,Graduate,Married,West,669,1338223,5,0,0
C02542,33,921645,Salaried,Graduate,Single,South,520,921510,10,0,0
C02543,41,470615,Salaried,Not Graduate,Married,Central,823,344438,20,1,0
C02544,28,834021,Salaried,Not Graduate,Single,North,640,1813720,10,1,0
C02545,60,1089585,Business,Graduate,Married,South,636,446900,20,1,0
C02546,27,403568,Business,Graduate,Married,Central,563,467011,1,1,0
C02547,43,518336,Business,Graduate,Single,West,652,567351,5,0,0
C02548,64,687627,Business,Not Graduate,Married,Central,774,765661,2,0,0
C02549,52,624917,Salaried,Graduate,Married,Central,743,512403,15,0,0
C02550,31,622949,Business,Graduate,Married,East,726,191503,15,0,0
C02551,42,242786,Business,Not Graduate,Single,South,699,1567459,1,0,1
C02552,42,302009,Business,Graduate,Married,Central,617,401771,20,1,0
C02553,63,354027,Self-Employed,Graduate,Married,North,519,140381,5,1,1
C02554,45,764127,Salaried,Not Graduate,Single,North,631,402171,10,1,0
C02555,42,253744,Salaried,Not Graduate,Married,East,628,1351217,15,0,0
C02556,48,878044,Salaried,Graduate,Married,North,744,1809308,10,0,0
C02557,49,628395,Business,Graduate,Married,Central,677,906798,3,0,0
C02558,33,743707,Salaried,Graduate,Married,South,795,144176,2,1,0
C02559,38,291183,Business,Graduate,Married,East,757,1742531,1,1,1
C02560,22,457044,Salaried,Graduate,Married,East,608,385014,20,1,0
C02561,49,506117,Self-Employed,Graduate,Single,West,488,621675,15,0,0
C02562,41,496200,Salaried,Not Graduate,Single,West,774,1806863,3,0,0
C02563,35,505369,Salaried,Not Graduate,Married,South,772,845736,3,0,0
C02564,47,390648,Salaried,Not Graduate,Single,South,527,1604975,2,1,1
C02565,51,470166,Self-Employed,Not Graduate,Married,East,785,1902040,1,1,1
C02566,35,704401,Salaried,Graduate,Married,Central,684,141291,1,2,0
C02567,43,261730,Self-Employed,Graduate,Single,Central,664,949321,10,3,1
C02568,44,887507,Salaried,Graduate,Single,West,795,1158062,1,1,1
C02569,64,688213,Business,Graduate,Married,South,771,1688416,3,1,0
C02570,33,286547,Salaried,Not Graduate,Single,South,708,1041348,10,1,0
C02571,42,525826,Self-Employed,Graduate,Married,Central,692,472870,1,1,1
C02572,63,663759,Salaried,Graduate,Single,West,705,1137820,20,0,0
C02573,57,253753,Self-Employed,Graduate,Married,Central,613,1497734,20,1,0
C02574,53,450850,Salaried,Not Graduate,Single,Central,645,100697,2,2,0
C02575,23,427055,Self-Employed,Graduate,Single,East,568,1887701,3,0,1
C02576,39,330872,Business,Not Graduate,Single,South,620,762111,5,0,0
C02577,43,461187,Salaried,Graduate,Single,East,617,1179674,2,0,1
C02578,49,337685,Salaried,Graduate,Married,East,592,1629123,2,0,1
C02579,50,821131,Self-Employed,Graduate,Married,Central,662,694034,1,0,0
C02580,59,333704,Self-Employed,Not Graduate,Single,West,620,557099,10,0,1
C02581,64,631839,Salaried,Not Graduate,Single,Central,695,157772,10,2,0
C02582,45,210044,Salaried,Not Graduate,Married,West,503,167928,20,0,0
C02583,57,411344,Salaried,Graduate,Married,South,639,1145995,3,0,1
C02584,28,444871,Salaried,Graduate,Married,North,661,1462812,1,0,1
C02585,62,405375,Salaried,Graduate,Single,South,622,1416825,10,0,1
C02586,36,370147,Business,Not Graduate,Married,Central,634,246979,20,1,0
C02587,28,327622,Salaried,Graduate,Married,West,507,1781319,15,2,0
C02588,21,621283,Self-Employed,Graduate,Single,North,682,73404,5,0,0
C02589,64,693673,Business,Graduate,Married,West,708,909088,15,2,0
C02590,25,426354,Salaried,Graduate,Married,West,694,186774,1,1,0
C02591,23,270090,Self-Employed,Graduate,Married,North,743,1565675,1,0,1
C02592,21,991800,Business,Graduate,Married,North,668,150965,10,0,0
C02593,24,297774,Salaried,Not Graduate,Married,South,693,1679196,2,0,1
C02594,60,229408,Salaried,Not Graduate,Single,East,664,1269067,1,0,1
C02595,55,178853,Business,Graduate,Single,North,711,1844512,2,0,1
C02596,52,462662,Business,Not Graduate,Married,East,508,1726046,3,1,0
C02597,62,401178,Salaried,Graduate,Married,East,569,1472115,20,0,0
C02598,54,703575,Salaried,Not Graduate,Married,East,792,1987627,3,0,1
C02599,63,582443,Salaried,Graduate,Married,East,428,1579870,10,1,0
C02600,45,504130,Salaried,Not Graduate,Married,North,637,158269,3,2,0
C02601,30,391556,Salaried,Not Graduate,Married,West,755,910276,15,0,0
C02602,41,729044,Self-Employed,Graduate,Married,North,641,482458,15,1,0
C02603,59,1025125,Business,Not Graduate,Married,North,613,961415,15,0,0
C02604,47,696651,Salaried,Graduate,Married,Central,661,84142,10,0,0
C02605,47,359119,Business,Not Graduate,Married,Central,618,159699,10,1,0
C02606,22,628885,Salaried,Graduate,Married,South,652,1719090,15,1,0
C02607,61,369187,Salaried,Not Graduate,Single,East,588,1368113,2,0,1
C02608,33,269068,Salaried,Graduate,Single,East,749,775299,15,1,1
C02609,29,295207,Salaried,Graduate,Married,Central,778,774442,2,0,1
C02610,56,376555,Salaried,Not Graduate,Single,West,637,152281,3,0,0
C02611,42,463602,Business,Not Graduate,Single,South,525,1520685,2,0,1
C02612,62,1118234,Salaried,Not Graduate,Married,West,602,1632252,1,0,0
C02613,46,297520,Self-Employed,Not Graduate,Single,Central,633,1609891,5,2,0
C02614,32,802566,Salaried,Graduate,Married,West,695,550508,1,2,0
C02615,37,383553,Salaried,Not Graduate,Single,East,559,1161545,1,1,1
C02616,34,178550,Self-Employed,Not Graduate,Single,Central,580,1659524,10,0,1
C02617,34,352365,Business,Graduate,Married,West,695,139244,5,1,0
C02618,54,751264,Salaried,Not Graduate,Married,South,734,992230,10,1,0
C02619,40,516639,Self-Employed,Not Graduate,Single,South,594,1702408,2,0,1
C02620,31,530726,Business,Not Graduate,Married,North,530,806913,15,1,0
C02621,36,804379,Self-Employed,Graduate,Married,Central,900,244068,20,3,0
C02622,51,277520,Salaried,Not Graduate,Married,Central,720,1491903,20,0,0
C02623,26,275601,Self-Employed,Not Graduate,Married,Central,625,1738234,20,1,0
C02624,39,159743,Salaried,Graduate,Single,East,728,591833,2,0,1
C02625,57,656505,Self-Employed,Not Graduate,Married,East,638,707739,5,0,0
C02626,24,569843,Salaried,Graduate,Single,Central,728,1325421,3,0,0
C02627,24,612794,Salaried,Graduate,Single,West,664,554700,2,1,0
C02628,40,259794,Self-Employed,Graduate,Married,East,658,1972354,1,0,1
C02629,30,214934,Salaried,Graduate,Married,Central,639,746480,5,0,1
C02630,44,244304,Salaried,Graduate,Married,East,519,1378529,5,2,1
C02631,55,292097,Business,Graduate,Single,North,824,1020317,2,1,1
C02632,46,890271,Business,Graduate,Married,South,565,517221,2,0,0
C02633,57,693881,Salaried,Graduate,Married,North,527,1388687,10,3,0
C02634,58,359978,Salaried,Graduate,Married,Central,630,977252,10,1,0
C02635,41,506187,Salaried,Not Graduate,Single,South,563,1122000,1,0,1
C02636,60,326027,Salaried,Not Graduate,Married,West,645,991418,5,2,0
C02637,59,521219,Business,Graduate,Single,Central,711,800963,20,1,1
C02638,41,265098,Self-Employed,Not Graduate,Married,West,739,1993419,3,0,1
C02639,30,620085,Salaried,Not Graduate,Married,West,723,1832414,3,0,0
C02640,58,301834,Salaried,Not Graduate,Single,East,622,462707,5,1,0
C02641,24,635814,Self-Employed,Graduate,Single,East,654,1279102,1,0,1
C02642,40,365002,Self-Employed,Graduate,Single,South,686,382213,20,1,0
C02643,37,310042,Self-Employed,Not Graduate,Married,South,491,1281573,10,1,0
C02644,27,914240,Salaried,Graduate,Single,East,701,925551,10,0,0
C02645,24,479081,Salaried,Graduate,Married,South,518,1659913,10,2,0
C02646,49,382704,Salaried,Graduate,Single,North,833,339965,3,1,0
C02647,34,622301,Salaried,Graduate,Single,Central,613,932229,3,0,0
C02648,23,242075,Salaried,Graduate,Married,North,633,1070576,1,0,1
C02649,44,728023,Business,Graduate,Married,Central,580,735305,3,1,0
C02650,57,415504,Salaried,Graduate,Married,East,593,984888,2,0,1
C02651,36,579751,Business,Graduate,Single,North,854,1520202,3,1,0
C02652,24,220456,Salaried,Graduate,Single,West,734,1176310,10,0,0
C02653,44,372468,Salaried,Graduate,Married,North,510,506982,1,0,0
C02654,54,443326,Salaried,Graduate,Married,South,785,275962,5,1,0
C02655,50,703367,Salaried,Graduate,Married,North,757,559622,5,1,0
C02656,38,600900,Business,Graduate,Single,East,624,450385,1,0,0
C02657,39,370787,Salaried,Not Graduate,Single,East,677,1458165,2,1,1
C02658,51,510464,Salaried,Not Graduate,Married,South,648,578118,5,1,0
C02659,39,778758,Business,Graduate,Married,Central,827,1023810,10,0,0
C02660,39,404337,Salaried,Graduate,Married,South,578,1971948,5,0,1
C02661,42,385004,Salaried,Graduate,Married,Central,663,1294915,5,0,0
C02662,44,189024,Salaried,Graduate,Single,East,611,1257405,10,0,0
C02663,32,390201,Salaried,Not Graduate,Married,East,521,1162443,3,0,1
C02664,50,202231,Salaried,Graduate,Married,Central,847,1003154,2,0,1
C02665,58,420226,Salaried,Graduate,Single,North,543,739126,20,0,0
C02666,51,690147,Business,Graduate,Married,North,669,1048982,10,0,0
C02667,56,170444,Business,Not Graduate,Married,South,493,1917427,10,0,1
C02668,39,770961,Salaried,Not Graduate,Single,East,614,853100,15,0,0
C02669,56,381322,Salaried,Graduate,Married,North,687,1508038,1,0,1
C02670,50,437038,Salaried,Graduate,Married,East,575,1123572,2,1,0
C02671,53,352889,Self-Employed,Graduate,Married,South,702,363456,3,1,1
C02672,38,204647,Salaried,Not Graduate,Married,West,625,1757001,15,0,0
C02673,48,311033,Business,Graduate,Married,East,754,1371187,20,1,0
C02674,31,1136921,Self-Employed,Graduate,Married,West,772,1018150,10,0,0
C02675,53,270162,Salaried,Not Graduate,Married,East,597,1340028,20,0,0
C02676,37,216458,Self-Employed,Not Graduate,Married,Central,656,1774943,20,0,0
C02677,26,471455,Salaried,Graduate,Single,West,666,1822015,20,2,0
C02678,24,425661,Salaried,Graduate,Married,Central,705,1389422,15,0,0
C02679,40,382506,Salaried,Not Graduate,Single,Central,651,668657,3,1,1
C02680,47,445299,Salaried,Not Graduate,Single,South,667,649857,15,1,0
C02681,35,591189,Self-Employed,Not Graduate,Single,South,628,366096,15,0,0
C02682,26,339685,Self-Employed,Graduate,Married,North,660,1025569,15,0,0
C02683,34,482861,Salaried,Not Graduate,Single,West,766,608457,10,0,0
C02684,31,701336,Business,Graduate,Married,North,708,1115405,10,1,0
C02685,59,282693,Salaried,Graduate,Married,West,713,1027639,1,1,1
C02686,29,155596,Salaried,Graduate,Married,South,715,54522,5,2,1
C02687,46,598309,Salaried,Graduate,Single,South,636,1970695,2,0,1
C02688,36,1364547,Self-Employed,Graduate,Married,South,678,1527111,1,1,0
C02689,25,440951,Business,Graduate,Single,West,552,1481054,3,1,1
C02690,30,484498,Self-Employed,Graduate,Single,South,764,168576,15,0,0
C02691,23,387273,Business,Graduate,Married,North,399,1594912,10,0,0
C02692,33,904038,Salaried,Not Graduate,Single,Central,642,953851,15,1,0
C02693,63,427200,Salaried,Graduate,Married,West,752,211545,10,0,0
C02694,50,406787,Salaried,Graduate,Married,Central,527,844131,20,3,0
C02695,26,666562,Self-Employed,Graduate,Single,North,685,1166741,2,1,0
C02696,37,355783,Salaried,Not Graduate,Married,East,588,1532247,1,0,1
C02697,39,248174,Business,Graduate,Single,South,616,1698556,1,1,1
C02698,62,658049,Salaried,Not Graduate,Single,North,735,591729,3,1,1
C02699,55,339016,Salaried,Graduate,Married,East,667,80716,20,0,0
C02700,46,285227,Salaried,Graduate,Single,West,466,1685039,1,1,1
C02701,25,1138271,Self-Employed,Not Graduate,Married,North,562,1105410,1,0,1
C02702,49,408248,Salaried,Graduate,Single,West,737,1615429,5,0,1
C02703,57,552606,Salaried,Graduate,Married,Central,690,1360185,2,1,1
C02704,40,448331,Salaried,Graduate,Married,Central,807,68179,15,0,0
C02705,41,296901,Self-Employed,Not Graduate,Married,West,801,1386939,1,0,1
C02706,30,603345,Self-Employed,Not Graduate,Married,Central,619,153153,3,0,0
C02707,25,509691,Self-Employed,Graduate,Married,Central,875,1769718,15,0,0
C02708,56,328824,Salaried,Graduate,Married,South,652,1573155,10,1,0
C02709,26,537635,Business,Not Graduate,Single,West,563,1876839,20,0,0
C02710,46,351006,Business,Graduate,Married,West,592,649255,20,2,0
C02711,24,269137,Salaried,Graduate,Married,East,446,938886,1,0,1
C02712,59,257158,Salaried,Graduate,Married,South,794,1077097,1,1,1
C02713,59,499581,Salaried,Graduate,Married,North,793,1632360,15,1,0
C02714,55,372417,Salaried,Not Graduate,Married,South,558,1842803,10,0,0
C02715,21,869581,Business,Not Graduate,Married,North,629,1793174,5,1,0
C02716,44,433943,Self-Employed,Graduate,Married,West,658,96025,2,0,0
C02717,56,310723,Business,Graduate,Married,South,563,1358857,5,1,0
C02718,26,474975,Salaried,Not Graduate,Married,East,492,1420606,3,0,0
C02719,61,247107,Self-Employed,Graduate,Single,Central,631,1515355,15,1,0
C02720,64,425977,Salaried,Graduate,Married,North,621,1888720,1,0,1
C02721,51,510744,Salaried,Graduate,Married,Central,615,1454787,5,1,0
C02722,40,483135,Self-Employed,Graduate,Married,West,670,357633,2,2,0
C02723,44,795129,Salaried,Graduate,Married,West,778,82664,3,1,0
C02724,45,1423860,Self-Employed,Not Graduate,Married,West,622,1864735,20,0,0
C02725,56,598468,Self-Employed,Not Graduate,Single,Central,665,193492,5,0,0
C02726,41,751974,Business,Graduate,Single,West,715,1022114,1,1,1
C02727,50,1389644,Salaried,Graduate,Single,West,699,841747,2,2,0
C02728,44,281306,Self-Employed,Graduate,Single,Central,594,1562709,1,1,1
C02729,64,469199,Business,Graduate,Married,West,658,1960041,1,0,1
C02730,62,356789,Business,Not Graduate,Married,North,699,275648,3,1,0
C02731,50,646414,Self-Employed,Graduate,Single,South,548,1740726,2,0,1
C02732,42,499932,Self-Employed,Graduate,Single,North,763,541127,10,2,0
C02733,48,306111,Salaried,Graduate,Single,West,778,653318,20,1,0
C02734,27,444598,Self-Employed,Graduate,Single,West,584,113910,1,2,0
C02735,55,708648,Self-Employed,Not Graduate,Married,West,667,802648,2,1,0
C02736,48,246058,Self-Employed,Graduate,Single,West,707,1028476,1,0,1
C02737,34,309030,Self-Employed,Graduate,Single,Central,600,1844829,5,1,1
C02738,30,288868,Salaried,Graduate,Married,South,693,1416639,5,1,0
C02739,36,512409,Salaried,Not Graduate,Single,Central,664,786648,2,0,0
C02740,36,773152,Self-Employed,Not Graduate,Married,Central,517,1594718,20,0,0
C02741,51,179085,Salaried,Not Graduate,Married,West,691,447348,3,0,1
C02742,62,461611,Salaried,Graduate,Single,North,550,439297,10,0,0
C02743,45,291880,Salaried,Graduate,Married,North,734,1140174,5,0,0
C02744,33,695531,Salaried,Graduate,Married,East,589,1585604,3,0,0
C02745,26,397664,Business,Graduate,Single,South,635,548515,10,2,0
C02746,64,469208,Salaried,Graduate,Single,East,773,988055,5,0,0
C02747,29,442147,Salaried,Not Graduate,Married,Central,694,1953214,10,2,0
C02748,56,733731,Salaried,Not Graduate,Married,East,552,387044,15,1,0
C02749,63,1112237,Salaried,Graduate,Married,East,558,76296,1,1,0
C02750,40,265508,Salaried,Graduate,Single,East,596,1247714,2,1,1
C02751,38,288182,Salaried,Graduate,Single,South,685,1258540,5,1,1
C02752,63,511280,Business,Graduate,Married,North,682,649865,5,1,0
C02753,41,306391,Salaried,Not Graduate,Married,North,574,779950,1,1,1
C02754,24,673412,Self-Employed,Not Graduate,Married,East,544,1700037,5,0,0
C02755,53,723859,Business,Graduate,Single,South,675,519509,5,2,0
C02756,47,345946,Business,Graduate,Married,North,633,1163347,15,2,0
C02757,27,313767,Salaried,Graduate,Married,West,844,550010,5,3,0
C02758,26,390955,Salaried,Graduate,Married,North,653,994988,5,3,0
C02759,35,463614,Salaried,Graduate,Single,North,813,1962873,5,0,0
C02760,38,509750,Salaried,Not Graduate,Married,South,544,149074,3,1,0
C02761,52,160529,Salaried,Graduate,Married,South,508,573136,5,0,0
C02762,31,286256,Business,Graduate,Single,North,549,1518907,1,0,1
C02763,40,368853,Salaried,Graduate,Married,West,757,731398,15,0,0
C02764,44,309079,Salaried,Not Graduate,Married,West,808,610910,5,3,0
C02765,35,121890,Salaried,Graduate,Single,East,579,1396606,10,0,0
C02766,27,189138,Business,Not Graduate,Married,East,608,1239549,15,0,1
C02767,41,245877,Self-Employed,Graduate,Single,North,544,892809,15,0,0
C02768,62,420047,Salaried,Graduate,Married,North,486,132910,10,1,0
C02769,46,363563,Salaried,Not Graduate,Married,North,714,1279510,1,0,1
C02770,64,332965,Salaried,Graduate,Married,West,670,431136,3,0,0
C02771,34,633130,Self-Employed,Not Graduate,Married,Central,650,563271,20,0,0
C02772,57,633021,Self-Employed,Graduate,Married,East,523,555042,20,0,0
C02773,41,473289,Self-Employed,Graduate,Married,East,797,213878,1,0,0
C02774,38,466985,Salaried,Graduate,Married,Central,604,723019,3,0,0
C02775,25,300890,Self-Employed,Not Graduate,Single,North,698,1081810,2,0,1
C02776,23,317538,Self-Employed,Not Graduate,Single,East,519,204525,10,0,1
C02777,43,205162,Business,Graduate,Married,West,632,998002,15,2,0
C02778,46,395205,Self-Employed,Graduate,Single,Central,676,1562185,15,2,0
C02779,57,630068,Salaried,Graduate,Married,West,679,852744,15,0,0
C02780,44,813782,Salaried,Graduate,Married,North,663,837868,10,0,0
C02781,39,396269,Salaried,Graduate,Single,East,694,1912577,10,0,0
C02782,45,551971,Self-Employed,Graduate,Single,West,548,502029,20,1,0
C02783,41,122370,Self-Employed,Graduate,Married,Central,667,691075,20,1,0
C02784,32,364099,Salaried,Not Graduate,Married,North,660,1713349,20,4,0
C02785,61,360280,Salaried,Graduate,Single,East,670,1799922,3,1,1
C02786,53,865468,Salaried,Not Graduate,Married,East,656,414699,15,1,0
C02787,24,527983,Business,Graduate,Married,North,535,758537,1,0,1
C02788,62,552613,Salaried,Graduate,Married,North,531,1096045,3,1,1
C02789,27,539850,Salaried,Graduate,Married,North,450,1501097,15,0,1
C02790,42,451553,Salaried,Graduate,Single,West,723,82646,10,0,0
C02791,53,881662,Salaried,Graduate,Married,South,724,1174702,10,1,0
C02792,37,156783,Self-Employed,Graduate,Single,East,725,564116,10,2,0
C02793,44,472500,Business,Graduate,Single,West,677,1740786,15,1,0
C02794,54,735577,Salaried,Not Graduate,Single,Central,458,1353793,20,1,0
C02795,48,188881,Self-Employed,Graduate,Single,East,557,876862,10,0,0
C02796,63,645037,Salaried,Not Graduate,Married,South,665,434382,2,0,0
C02797,61,314103,Business,Graduate,Single,Central,662,642947,10,0,0
C02798,59,464825,Salaried,Not Graduate,Married,East,629,689629,15,0,0
C02799,42,311401,Salaried,Not Graduate,Married,South,683,578446,20,0,0
C02800,37,681204,Salaried,Not Graduate,Married,North,651,1172812,3,0,0
C02801,54,388573,Salaried,Graduate,Married,South,660,1174643,10,0,0
C02802,26,647328,Salaried,Graduate,Married,East,592,733098,20,2,0
C02803,26,538153,Self-Employed,Graduate,Single,South,738,59879,20,1,0
C02804,54,309524,Self-Employed,Graduate,Married,East,611,186615,5,2,0
C02805,21,554508,Salaried,Graduate,Single,East,530,686572,2,1,1
C02806,30,328205,Self-Employed,Graduate,Married,South,580,228996,15,0,0
C02807,41,455366,Salaried,Not Graduate,Single,South,618,1534140,10,2,1
C02808,25,385398,Self-Employed,Graduate,Married,Central,739,396261,5,1,0
C02809,22,663285,Self-Employed,Graduate,Single,Central,646,1004183,15,1,0
C02810,42,564189,Self-Employed,Graduate,Single,West,633,260190,3,0,0
C02811,22,436339,Salaried,Graduate,Married,East,537,1666752,2,1,1
C02812,30,324951,Salaried,Graduate,Married,Central,720,866708,20,0,0
C02813,54,249934,Salaried,Graduate,Single,West,591,1071043,10,0,0
C02814,36,470262,Salaried,Not Graduate,Married,East,640,579087,3,0,0
C02815,59,332857,Self-Employed,Not Graduate,Single,West,783,533843,15,1,0
